0x71013c12a0,"MicInput"
0x71013cc00f,"Sholuder"
0x71013cc018,"uAlbedoRange"
0x71013cc025,"cMosaicTextureRgh"
0x71013cc037,"モザイク描画"
0x71013cc04a,"IsCheckPaletteWithLuma"
0x71013cc061,"Alpha"
0x71013cc067,"IsColorEnable"
0x71013cc075,"BankLoadingInfoList"
0x71013cc089,"SeMeTrapezeCatch"
0x71013cc09a,"SeMeGondolaEnd"
0x71013cc0a9,"Coloration"
0x71013cc0b4,"ForKinopioBrigadeMembers"
0x71013cc0cd,"FixedCameraForSmallRooms"
0x71013cc0e6,"Skybox Animation Name"
0x71013cc0fc,"WaterCombiner"
0x71013cc10a,"Handheld, Dual, ExtGrip, FullKey, Unknown"
0x71013cc134,"メモリ不足で構造体配列データが作成できませんでした[allocatable size : %u]"
0x71013cc197,"FireBallSafeArea"
0x71013cc1a8,"PlayerAllInCheckArea"
0x71013cc1bd,"JumpStart"
0x71013cc1c7,"Damage1"
0x71013cc1cf,"PlayerPos"
0x71013cc1d9,"MoveLeft"
0x71013cc1e2,"透明ブンブン[コウラ]"
0x71013cc200,"RecoverShell"
0x71013cc20d,"FinalHit"
0x71013cc216,"HorizontalCameraAngle"
0x71013cc22c,"DarkBowserFireball"
0x71013cc23f,"Bowser"
0x71013cc246,"DarkBowserDemoBeforeShort"
0x71013cc260,"HrShellHitJr"
0x71013cc26d,"Beam01"
0x71013cc274,"BrowR3"
0x71013cc27b,"WaitBattle"
0x71013cc286,"TireBackR"
0x71013cc290,"SwitchEndDemoActiveOn"
0x71013cc2a6,"クッパチェイス移動位置"
0x71013cc2c8,"MoveAppearObj"
0x71013cc2d6,"DamageSmallThird01"
0x71013cc2e9,"LastCornerBrethFireEnd"
0x71013cc300,"RouteDokanClimbStart"
0x71013cc315,"DoubleCherryClimbJumpStart"
0x71013cc330,"KoopaNeedleBall"
0x71013cc340,"Run"
0x71013cc344,"SwoonStart"
0x71013cc34f,"Hide"
0x71013cc354,"Plessie Chase Out Of Range Area Thickness"
0x71013cc37e,"Last Phase 3 Big Ramp Laser Attack Start Frame V2 Lv 2"
0x71013cc3b5,"Last Phase 3 Big Ramp Torpedo Spike Attack Start Frame Lv 3"
0x71013cc3f1,"RevealGlowOn"
0x71013cc3fe,"RaidonMove"
0x71013cc409,"TurnRate"
0x71013cc412,"Penetration Deg Max"
0x71013cc426,"Follow Acceleration Cross Plessie Chase Lv 3"
0x71013cc453,"Follow Offset Tangent (In direction of Bowser)"
0x71013cc482,"Follow Offset Cross (Perpendicular to Bowser)"
0x71013cc4b0,"ChaseFireball"
0x71013cc4be,"WaitPhase03"
0x71013cc4ca,"Tentack"
0x71013cc4d2,"AttackRockStart"
0x71013cc4e2,"SwitchDeadEndOn"
0x71013cc4f2,"TargetIntrpRate"
0x71013cc502,"SwitchToFollowDistance"
0x71013cc519,"IsInvalidOutWaterResetAngleV"
0x71013cc536,"IsValid2DGalaxy"
0x71013cc546,"PicTracker_%02d"
0x71013cc556,"ContactAppear"
0x71013cc564,"PgTransparentAppear"
0x71013cc578,"No"
0x71013cc57b,"SyncDead"
0x71013cc584,"PgGetNearShowWait"
0x71013cc596,"CourseSelectWaveRocketRock"
0x71013cc5b1,"UpStart"
0x71013cc5b9,"AvailableNetwork"
0x71013cc5ca,"コースセレクト道[始点]"
0x71013cc5eb,"SwitchKillOn"
0x71013cc5f8,"DemoKoopaCatchFairyAgainStage"
0x71013cc616,"KoopaW7Demo02"
0x71013cc624,"DelayFrame1"
0x71013cc630,"Step"
0x71013cc635,"Ripple"
0x71013cc63c,"敵ヒット"
0x71013cc649,"Swoon"
0x71013cc64f,"DeathBlowDown"
0x71013cc65d,"SpikeOff"
0x71013cc666,"WaitFrame"
0x71013cc670,"NeedleRoller4M"
0x71013cc67f,"エネミーアタックヒット"
0x71013cc6a1,"Start"
0x71013cc6a7,"カメック魔法球"
0x71013cc6bd,"ヒップドロップされて消滅"
0x71013cc6e2,"IsPlacedKinopioBrigade"
0x71013cc6f9,"AppearStart"
0x71013cc705,"WeakWait"
0x71013cc70e,"NokonokoNaked"
0x71013cc71c,"PackunFlowerHead"
0x71013cc72d,"[state]タッチ拘束"
0x71013cc744,"SamboSnowHat"
0x71013cc751,"雪サンボ胴体"
0x71013cc764,"SyumockConveyerGenerator"
0x71013cc77d,"EyeAimInfo"
0x71013cc788,"InterpoleRate"
0x71013cc796,"TenVoice2"
0x71013cc7a0,"Search"
0x71013cc7a7,"歩行敵ルート土管移動状態"
0x71013cc7cc,"RouteDokanLand"
0x71013cc7db,"%s"
0x71013cc7de,"PoseModelKilled"
0x71013cc7ee,"BasicActionGuide"
0x71013cc7ff,"ParCourseSelectSubHeader"
0x71013cc818,"Stock"
0x71013cc81e,"Info"
0x71013cc823,"AttachObject"
0x71013cc830,"BlockDisaster8x2M"
0x71013cc842,"同心円コイン"
0x71013cc855,"DisasterModeLightningSuperHard"
0x71013cc874,"SpikeShakeDelayTime"
0x71013cc888,"OceanSpikeSinkDelayMin"
0x71013cc89f,"TorpedoSpikeRecklessGlobalOffsetSmallRampY"
0x71013cc8ca,"TorpedoSpikeCount2"
0x71013cc8dd,"TorpedoSpikeMaxDistanceFromCenter4"
0x71013cc900,"PlessieAttackHit"
0x71013cc911,"弱"
0x71013cc915,"IconPlayStyle"
0x71013cc923,"Animal"
0x71013cc92a,"Item%d"
0x71013cc931,"BrigadeChange"
0x71013cc93f,"RCS_ControlGuide"
0x71013cc950,"BasicActionsGuide"
0x71013cc962,"NetworkMultiplayer"
0x71013cc975,"ファイル２"
0x71013cc985,"SingleMode_GenericDialogCutscene"
0x71013cc9a6,"SingleModeMap_SingleJoycon"
0x71013cc9c1,"InkPhase2Demo"
0x71013cc9cf,"ハンコ決定パーツ"
0x71013cc9e8,"ワールド6"
0x71013cc9f6,"MapMenu_WFire"
0x71013cca04,"BalloonMiiverse"
0x71013cca14,"MiiverseHeap"
0x71013cca21,"SelectToEntry"
0x71013cca2f,"PlayerEntryFall"
0x71013cca3f,"RCS_SaveData_HeaderDelete"
0x71013cca59,"CountDown"
0x71013cca63,"カウンターコイン"
0x71013cca7c,"Set2PAssistSameJoyConOn"
0x71013cca94,"Select3DW"
0x71013cca9e,"TouchEffect"
0x71013ccaaa,"MiiverseShowAll"
0x71013ccabc,"ORA (%02X,x)  "
0x71013ccacb,"AND %02X%02X,x  "
0x71013ccadc,"ADC #%02X     "
0x71013ccaeb,"undef adc_77"
0x71013ccaf8,"STY %02X%02X    "
0x71013ccb09,"STA %02X,x    "
0x71013ccb18,"undef lda_a3"
0x71013ccb25,"LDY %02X%02X,x  "
0x71013ccb36,"undef cmp_d7"
0x71013ccb43,"INC %02X      "
0x71013ccb52,"SBC %02X%02X,y  "
0x71013ccb63,"FillInAll"
0x71013ccb6d,"BlockHard"
0x71013ccb77,"BlockPow"
0x71013ccb80,"IsDisableSuperMushroom"
0x71013ccb97,"PopUpLeft"
0x71013ccba1,"BoxCoin"
0x71013ccba9,"ReactionFireBall"
0x71013ccbba,"カメレオン巨大プレイヤー状態"
0x71013ccbe5,"TimerUp"
0x71013ccbed,"FailEmpty"
0x71013ccbf7,"ChikaChikaBlockA5x1"
0x71013ccc0b,"チカチカブロック"
0x71013ccc24,"BgmPlayInfoName"
0x71013ccc34,"LaunchEnd"
0x71013ccc3e,"CoinBlowSpeed"
0x71013ccc4c,"赤コイン枚数表示"
0x71013ccc65,"赤コインリスト"
0x71013ccc7b,"IsNotUseLpp"
0x71013ccc87,"Destruct"
0x71013ccc90,"DisasterKoopa"
0x71013ccc9e," (NORMAL%s)"
0x71013cccaa,"HideShell"
0x71013cccb4,"TouchPoint"
0x71013cccbf,"PointWait"
0x71013cccc9,"GrabBallLoop"
0x71013cccd6,"FireworksEffectObj"
0x71013ccce9,"PushPole"
0x71013cccf2,"Stick2"
0x71013cccf9,"AttachMini"
0x71013ccd04,"BallHit"
0x71013ccd0c,"PlessieChase"
0x71013ccd19,"Giga Bell Base Offset"
0x71013ccd2f,"Path Default Move Height"
0x71013ccd48,"Path Bow Tie Move Distance"
0x71013ccd63,"Bowser Final Hit Knockback P10"
0x71013ccd82,"Camera 1 Play Time"
0x71013ccd95,"TxtSlotResult"
0x71013ccda3,"AreaOutStep"
0x71013ccdaf,"ShineCountReached_Phase2_Count2"
0x71013ccdcf,"NumGoalItemsToTrigger"
0x71013ccde5,"BubbleStart"
0x71013ccdf1,"DemoKoopaCatchFairyAgain"
0x71013cce0a,"Bind3"
0x71013cce10,"落下からの着地Z面"
0x71013cce2a,"FacePattern"
0x71013cce36,"ClimbGrooming"
0x71013cce44,"ボール"
0x71013cce4e,"IsAppearCoin"
0x71013cce5b,"PgMoveWithParam"
0x71013cce6b,"クッパ火炎弾生成(大)"
0x71013cce89,"Broadcast"
0x71013cce93,"GraffitiGMono"
0x71013ccea1,"GraffitiG"
0x71013cceab,"CenterSpace"
0x71013cceb7,"FreeMove"
0x71013ccec0,"鎖リスト"
0x71013ccecd,"AttackTime"
0x71013cced8,"UVRot"
0x71013ccede,"Intensity"
0x71013ccee8,"水色"
0x71013cceef,"IsUseSpecialAppear"
0x71013ccf02,"StageFlyingOnOff"
0x71013ccf13,"LeftDown"
0x71013ccf1c,"CameraControlsGuide_SingleJoycons"
0x71013ccf3e,"MapGuide_SingleJoycon"
0x71013ccf54,"円形コインリスト"
0x71013ccf6d,"Thaw"
0x71013ccf72,"MoveRateL0"
0x71013ccf7d,"PgAlarm"
0x71013ccf85,"JumpPlatformKeyMovePartsC"
0x71013ccf9f,"ちくわブロック"
0x71013ccfb5,"FieryRoll2"
0x71013ccfc0,"TrampleSwitchRotate"
0x71013ccfd4,"Stuck"
0x71013ccfda,"TrapezeHandle"
0x71013ccfe8,"TreeConiferWithSnow"
0x71013ccffc,"SensorTopOffsetY"
0x71013cd00d,"UnlockAppear"
0x71013cd01a,"WaterTop"
0x71013cd023,"WoodLogBridgeParts"
0x71013cd036,"IslandRiseTime"
0x71013cd045,"IslandRiseDelayTime"
0x71013cd059,"わたなべ"
0x71013cd066,"n2505"
0x71013cd06c,"n2506"
0x71013cd072,"カツカレー"
0x71013cd082,"みやかわ"
0x71013cd08f,"きたぞの"
0x71013cd09c,"残機数10超え"
0x71013cd0ae,"サポートなでなで状態"
0x71013cd0cd,"Stun"
0x71013cd0d2,"StunEnd"
0x71013cd0da,"GoalSeekTarget"
0x71013cd0e9,"ウサギ移動管理"
0x71013cd0ff,"Barrier"
0x71013cd107,"GigaJump2"
0x71013cd111,"GigaSquatCharged"
0x71013cd122,"BodyAttackLand"
0x71013cd131,"PropellerFlyDown"
0x71013cd142,"GigaRollingAirShort"
0x71013cd156,"JumpSkateStart"
0x71013cd165,"スーパーダッシュ"
0x71013cd17e,"SwimHipDropEnd"
0x71013cd18d,"ブーメランフラワー[アイテムストック]"
0x71013cd1c3,"AddDashL"
0x71013cd1cc,"LuigiBoomerangBoomerang"
0x71013cd1e4,"落下最高速度"
0x71013cd1f7,"AccelFrame"
0x71013cd202,"DashPanelSpeed"
0x71013cd211,"ClimbToGroundMoveFrame"
0x71013cd228,"FollowFrontDamper"
0x71013cd23a,"WallSlideAccel"
0x71013cd249,"WallJumpLimitPlay"
0x71013cd25b,"ClimbAirStopRotateVelMax"
0x71013cd274,"AirRollingSideMaxSpeed"
0x71013cd28b,"WaitRollingAttackVelH"
0x71013cd2a1,"CommonRollingAttackSpeedMin"
0x71013cd2bd,"StandSwimRotSpeed"
0x71013cd2cf,"StandSwimWalkMaxSpeed"
0x71013cd2e5,"PropellerBeforeDropGravity"
0x71013cd300,"ForceSlideSpeed"
0x71013cd310,"SeFootNoteDashPitAdd"
0x71013cd325,"HeadLightOfxOffsetY"
0x71013cd339,"PlayerDemo"
0x71013cd344,"ObjectData/MarioAnimationDemoKoopaLast"
0x71013cd36b,"中"
0x71013cd36f,"Joint"
0x71013cd375,"PanicVoiceB"
0x71013cd381,"Skirt%d"
0x71013cd389,"クライム"
0x71013cd396,"MoveDash"
0x71013cd39f,"WaterHitShallow"
0x71013cd3af,"水柱ヒット[横]"
0x71013cd3c4,"player_pos"
0x71013cd3cf,"island_out_type"
0x71013cd3df,"マルチジャンプ成功"
0x71013cd3fb,"RaidonSurfFur"
0x71013cd409,"RainActor"
0x71013cd413,"PgFirstSeenDemo"
0x71013cd423,"PgStrokeGround"
0x71013cd432,"ItemWait"
0x71013cd43b,"WindowBoot"
0x71013cd446,"CameraPoserFactory"
0x71013cd459,"IslandSceneStage"
0x71013cd46a,"IslandWarpPuppeteers"
0x71013cd47f,"Phase0Scene"
0x71013cd48b,"MarchGenerator"
0x71013cd49a,"CoinCirclePlacement"
0x71013cd4ae,"FallMapParts"
0x71013cd4bb,"HammerBros"
0x71013cd4c6,"KuriboClimbSyncObj"
0x71013cd4d9,"ShadowMarioPlayerHolder"
0x71013cd4f1,"SurfMapParts"
0x71013cd4fe,"コインx3"
0x71013cd50a,"DisasterDisable"
0x71013cd51a,"DemoGameOverStage"
0x71013cd52c,"GameOver"
0x71013cd535,"タイトルシーン"
0x71013cd54b,"PgTitleCallNormal"
0x71013cd55d,"GraphicsHeap"
0x71013cd56a,"StationedSystemHeap"
0x71013cd57e,"ゲームシステム"
0x71013cd594,"boss_3"
0x71013cd59b,"Carpet"
0x71013cd5a2,"像タッチヒット"
0x71013cd5b8,"OpusDecoder"
0x71013cd5c4,"nvnDeviceRegisterFastClearColori"
0x71013cd5e5,"nvnQueueBuilderGetCommandMemorySize"
0x71013cd609,"nvnTextureBuilderSetSamples"
0x71013cd625,"nvnTextureBuilderGetDevice"
0x71013cd640,"nvnTextureBuilderGetStride"
0x71013cd65b,"nvnColorStateSetBlendEnable"
0x71013cd677,"nvnMultisampleStateSetSamples"
0x71013cd695,"nvnMultisampleStateSetAlphaToCoverageDither"
0x71013cd6c1,"nvnDepthStencilStateGetStencilTestEnable"
0x71013cd6ea,"nvnVertexStreamStateSetStride"
0x71013cd708,"nvnCommandBufferBeginRecording"
0x71013cd727,"nvnCommandBufferBindSeparateTexture"
0x71013cd74b,"nvnCommandBufferDownsampleTextureView"
0x71013cd771,"nvnCommandBufferPopDebugGroup"
0x71013cd78f,"nvnEventBuilderSetDefaults"
0x71013cd7aa,"aTexCoord"
0x71013cd7b4,"uConstantBufferForBrickRepeatPixelShader"
0x71013cd7dd,"GaugeRatio"
0x71013cd7e8,"uTextureSrc"
0x71013cd7f4,"CreateEmitterSetId has failed.\n"
0x71013cd814,"sysCustomShaderShadowSampler2"
0x71013cd832,"Current GpuBuffer Allocation : %d/%d.\n"
0x71013cd859,"土"
0x71013cd85d,"<!DOCTYPE doc[\n"
0x71013cd86d,"LBL1"
0x71013cd872,"NVN_DEVICE_INFO_SHADER_SCRATCH_MEMORY_GRANULARITY"
0x71013cd8a4,"NVN_DEVICE_INFO_MAX_TEXTURE_POOL_SIZE"
0x71013cd8ca,"NVN_DEVICE_INFO_SUPPORTS_ASTC_FORMATS"
0x71013cd8f0,"NVN_DEVICE_INFO_LINEAR_RENDER_TARGET_STRIDE_ALIGNMENT"
0x71013cd926,"cTextureFormat_R8_G8_B8_A8_sNorm"
0x71013cd947,"%f %f %f %f"
0x71013cd953,"%d %d\n"
0x71013cd95a,"DarkRed2D"
0x71013cd964,"メモリ[%s] サイズ：[%d]byte ( 0x%zx - 0x%zx )"
0x71013cd999,"%sの保存に失敗しました。\n保存先のアクセス権を確認して下さい。"
0x71013cd9f4,"depth_raw"
0x71013cd9fe,"fxaa_coloronly"
0x71013cda0d,"cSpecularColor"
0x71013cda1c,"cViewLightDir"
0x71013cda2a,"cColor[0]"
0x71013cda34,"cTexParam"
0x71013cda3e,"cVignettingParam"
0x71013cda4f,"cTexBase"
0x71013cda58,"cDepth"
0x71013cda5f,"cProjMtx[0]"
0x71013cda6b,"cSamplerNormal"
0x71013cda7a,"cTexture2"
0x71013cda84,"cTanFovyHalf"
0x71013cda91,"cDepthTexture"
0x71013cda9f,"ReflectionContext"
0x71013cdab1,"cJitteredTexture"
0x71013cdac2,"cRectInfoArray"
0x71013cdad1,"cVolumeTex"
0x71013cdadc,"cSamplerDepth"
0x71013cdaea,"render_sun_intensity"
0x71013cdaff,"cScatteringCoeffRayleigh"
0x71013cdb18,"cHeightMie"
0x71013cdb23,"Save (*.%s)"
0x71013cdb2f,"ずれB"
0x71013cdb37,"toycam_mul_color"
0x71013cdb48,"位置"
0x71013cdb4f,"アップ"
0x71013cdb59,"fovy"
0x71013cdb5e,"aglflr"
0x71013cdb65,"ao_buffer"
0x71013cdb6f,"ssao_ao"
0x71013cdb77,"SSAOの種類"
0x71013cdb85,"Mip Blur Num"
0x71013cdb92,"gain"
0x71013cdb97,"SSII"
0x71013cdb9c,"ref_expand_%d"
0x71013cdbaa,"Intensity %d"
0x71013cdbb7,"color_ctrl_depth"
0x71013cdbc8,"Vignette blend type"
0x71013cdbdc,"%s_trans"
0x71013cdbe5,"range"
0x71013cdbeb,"明順応速度"
0x71013cdbfb,"rgba16 f"
0x71013cdc04,"強度"
0x71013cdc0b,"Mode=Simple,"
0x71013cdc18,"Cascade Num"
0x71013cdc24,"Stable Texel Width"
0x71013cdc37,"size_h"
0x71013cdc3e,"静的シャドウ遠距離フェード終了位置"
0x71013cdc72,"Min = 1,Max = 20"
0x71013cdc83,"CenteringPairLeft"
0x71013cdc95,"FrameBufferUse"
0x71013cdca4,"LetterAnimControl"
0x71013cdcb6,"UnSelect"
0x71013cdcbf,"God Ray"
0x71013cdcc7,"%s%02d"
0x71013cdcce,"ModelUBO"
0x71013cdcd7,"const_alpha"
0x71013cdce3,"src_minus_dst"
0x71013cdcf1,"Never"
0x71013cdcf7,"Mul"
0x71013cdcfb,"３Ｄ（フォワードプレイヤー）"
0x71013cdd26,"エフェクト"
0x71013cdd36,"乗り物[Movement]"
0x71013cdd4a,"デモ管理者"
0x71013cdd5a,"Water Movement"
0x71013cdd69,"Hit Sensor Director MultiThreaded"
0x71013cdd8b,"ZPrePass[FarLOD]"
0x71013cdd9c,"シャドウマスク[ブロック]"
0x71013cddc0,"ActorModel[PreIndirect]"
0x71013cddd8,"YFogColorRed"
0x71013cdde5,"TexScaleY"
0x71013cddef,"影ボリュームのフィル"
0x71013cde0e,"Drawer"
0x71013cde15,"Sensor"
0x71013cde1c,"InitScore"
0x71013cde26,"IsSyncClipping"
0x71013cde35,"EffectOnAngle"
0x71013cde43,"SystemData/MemorySystem"
0x71013cde5b,"zero_illumi_coef"
0x71013cde6c,"cModelAdditionalInfo"
0x71013cde81,"キー移動挙動"
0x71013cde94,"OnAppearOnAppearSwitch"
0x71013cdeab,"far_dist1"
0x71013cdeb5,"AutoExposureRangeMin"
0x71013cdeca,"AutoExposureHistogramScale"
0x71013cdee5,"uHdrImage"
0x71013cdeef,"BalanceTruckFireStep"
0x71013cdf04,"PlessieRampJumboStepBossLod"
0x71013cdf20,"StageData/%s%s%d"
0x71013cdf31,"PasCopyInscatterN"
0x71013cdf43,"AtmosScatter"
0x71013cdf50,"uEarthTex"
0x71013cdf5a,"_u8"
0x71013cdf5e,"3:リム＋スフィアマップ（ブロック）"
0x71013cdf91,"13:弱リム＋上ライト（広葉樹）"
0x71013cdfbc,"RenderCubeMap"
0x71013cdfca,"is_camera_dir"
0x71013cdfd8,"world_fresnel_curve"
0x71013cdfec,"Very Wide"
0x71013cdff6,"Thin"
0x71013cdffb,"鏡描画２のアクター名"
0x71013ce01a,"IsDrawCasterShadowOnlyMap"
0x71013ce034,"IsEnable=False"
0x71013ce043,"DepthShadowType"
0x71013ce053,"CameraPos"
0x71013ce05d,"DrawCategory"
0x71013ce06a,"ScaleXYZ"
0x71013ce073,"DistanceInvalid"
0x71013ce083,"PadRumbleNameMiddle"
0x71013ce097,"DegreeV"
0x71013ce09f,"ActorParamRebound"
0x71013ce0b1,"IsOneWayGroundOnly"
0x71013ce0c4,"StartSample"
0x71013ce0d0,"Ba6"
0x71013ce0d4,"LookAtPosY"
0x71013ce0df,"MoveLimitMultiMinY"
0x71013ce0f2,"森ボス用"
0x71013ce0ff,"Giga強"
0x71013ce107,"LimitFollowDistance"
0x71013ce11b,"MinLength"
0x71013ce125,"Shadow Gpu Buffer Update"
0x71013ce13e,"MakeHalfDepthTexture"
0x71013ce153,"uReducedBufferDepthCoeff"
0x71013ce16c,"Water, RouteDokan, Wet, Shallow"
0x71013ce18c,"EffectData/AllNewEffectData"
0x71013ce1a8,"@unused"
0x71013ce1b0,"FontList.bin"
0x71013ce1bd,"EUit"
0x71013ce1c2,"Number"
0x71013ce1c9,"CentiSecond"
0x71013ce1d5,"Ridge3D"
0x71013ce1dd,"post_process_filter_texture"
0x71013ce1f9,"カーネルサイズ"
0x71013ce20f,"WhiteEdgeDistanceNear"
0x71013ce225,"RepeateNumScreenLine"
0x71013ce23a,"IS_USE_FRAME"
0x71013ce247,"NoiseTetxureId"
0x71013ce256,"IS_USE_INDIRECT_TEX"
0x71013ce26a,"ライト方向2"
0x71013ce27b,"コイン法線曲率"
0x71013ce291,"uPaletteParams2"
0x71013ce2a1,"ColorScale"
0x71013ce2ac,"VIGNETTING_COLOR"
0x71013ce2bd,"uTexParam"
0x71013ce2c7,"SeMeGondolaStart"
0x71013ce2d8,"EffectBusInfoList"
0x71013ce2ea,"可変中間位置"
0x71013ce2fd,"LimitTriggerNum"
0x71013ce30d,"IsValidMatCodeLpf"
0x71013ce321,"cTextureSampler"
0x71013ce331,"Console, Handheld, Unknown"
0x71013ce34c,"BombBoundBreakArea"
0x71013ce35f,"KinopioBrigadeWaveArea"
0x71013ce376,"RaidonCameraHeightLimitArea"
0x71013ce392,"PlayerCollisionPartsGatherArea"
0x71013ce3b1,"ActiveWorld1"
0x71013ce3be,"StageCenterPos"
0x71013ce3cd,"Damage"
0x71013ce3d4,"AttackType"
0x71013ce3df,"[状態]開始デモ"
0x71013ce3f4,"AnimLookAtOffsetX"
0x71013ce406,"MovePoint"
0x71013ce410,"DiePressDown"
0x71013ce41d,"反射"
0x71013ce424,"SkyDisasterSuperHard"
0x71013ce439,"SwitchAppearOn"
0x71013ce448,"塔"
0x71013ce44c,"ShellWheelChargeRight"
0x71013ce462,"Hit"
0x71013ce466,"HrBlockingHit"
0x71013ce474,"Face_P"
0x71013ce47b,"KoopaChaseLv2"
0x71013ce489,"DamageSmallSecond02"
0x71013ce49d,"クッパチェイスState[挑発]"
0x71013ce4c0,"WristL"
0x71013ce4c7,"RightOverThrowSign"
0x71013ce4da,"SwitchCameraStartOn"
0x71013ce4ee,"LastTopWait"
0x71013ce4fa,"BodyUnder"
0x71013ce504,"LastCornerBrethFire"
0x71013ce518,"ClimbEnd"
0x71013ce521,"PlayerStartPos"
0x71013ce530,"RunStartLoop"
0x71013ce53d,"PunpunFur"
0x71013ce547,"PunpunSingleMode"
0x71013ce558,"通常死亡"
0x71013ce565,"Last Phase 3 Floor Force Jump Area Y Offset Big"
0x71013ce595,"Last Phase 3 Max Torpedo Spike Distance Small Ramp"
0x71013ce5c8,"Last Phase 3 Night To Day Wipe Open End"
0x71013ce5f0,"FinalKoopaPlessieDefeat"
0x71013ce608,"PlessieChaseOutOfBoundsAreaExtra"
0x71013ce629,"SequentialAttack"
0x71013ce63a,"LandEnd"
0x71013ce642,"Laser Color B"
0x71013ce650,"Charge Frames Until Target Lock Laser Begin Chase"
0x71013ce682,"Sweep Offset Start"
0x71013ce695,"BowserTurnSpeed"
0x71013ce6a5,"CoG"
0x71013ce6a9,"Rev Spin Accel"
0x71013ce6b8,"ひび割れモデル[壊れ]"
0x71013ce6d6,"BodyNoseBite"
0x71013ce6e3,"railCameraDuration"
0x71013ce6f6,"デモオブジェクト"
0x71013ce70f,"Show"
0x71013ce714,"TalkBalloon"
0x71013ce720,"WaitWorldStart"
0x71013ce72f,"コース未開放"
0x71013ce742,"コースセレクト道[カーブ]"
0x71013ce766,"CourseSelectRoadEnd"
0x71013ce77a,"コース選択地形"
0x71013ce790,"PgCsComeBack"
0x71013ce79d,"FairyWrench"
0x71013ce7a9,"RouteDokanTerminate"
0x71013ce7bd,"OpenWorldArrange"
0x71013ce7ce,"PgJingleWorldClear"
0x71013ce7e1,"StepRate"
0x71013ce7ea,"バインド中デモ"
0x71013ce800,"DemoCourseStartKoopaCastleStage"
0x71013ce820,"TxtTimer_ds"
0x71013ce82c,"プレイヤーに持たれる"
0x71013ce84b,"Zenmai"
0x71013ce852,"[state]吹き飛ばし"
0x71013ce869,"ブーメラン"
0x71013ce879,"HipDrop"
0x71013ce881,"BlockBrickType"
0x71013ce890,"TowerAttackSign"
0x71013ce8a0,"TrampledEnd"
0x71013ce8ac,"ChorobonItem"
0x71013ce8b9,"クローラー発射状態"
0x71013ce8d5,"StayFront"
0x71013ce8df,"SwimBlowDown"
0x71013ce8ec,"state:SupportFreeze"
0x71013ce900,"シッポひっくり返り"
0x71013ce91c,"Lava"
0x71013ce921,"Condition"
0x71013ce92b,"通常移動"
0x71013ce938,"KameckFur"
0x71013ce942,"IsEnableCliffCheck"
0x71013ce955,"ReverseLand"
0x71013ce961,"SwitchAwakeOn"
0x71013ce96f,"LandTower"
0x71013ce979,"SurpriseTower"
0x71013ce987,"StartPosRate"
0x71013ce994,"PgBeatWeak"
0x71013ce99f,"Tongue"
0x71013ce9a6,"SleepPot"
0x71013ce9af,"Swallow"
0x71013ce9b7,"MoveUpper"
0x71013ce9c1,"joint2"
0x71013ce9c8,"SwimReaction"
0x71013ce9d5,"Accel"
0x71013ce9db,"SpinRise"
0x71013ce9e4,"スピナーメガネ[内側]"
0x71013cea02,"DRCなでなで"
0x71013cea12,"IsDropShadowActorDown"
0x71013cea28,"OffsetHeight"
0x71013cea35,"FindDistance"
0x71013cea42,"AttackShortSign"
0x71013cea52,"AttackWaitTime"
0x71013cea61,"PgTouched"
0x71013cea6b,"%sEnd"
0x71013cea71,"TumbleWait"
0x71013cea7c,"ShadowLuigi"
0x71013cea88,"DemoShadowLuigiStart"
0x71013cea9d,"ShadowLuigiDamaged"
0x71013ceab0,"TxtItemCount0"
0x71013ceabe,"Logo_Combo"
0x71013ceac9,"StampList"
0x71013cead3,"CourseId"
0x71013ceadc,"PlaceStamp"
0x71013ceae7,"[state]転がる"
0x71013ceaf8,"BlockDisaster4x2M"
0x71013ceb0a,"CoinJumpHeightMax"
0x71013ceb1c,"OceanSpikeMaxCount"
0x71013ceb2f,"TorpedoSpikeRecklessBetweenDelay4"
0x71013ceb51,"LaunchSpikeOffsetY%d"
0x71013ceb66,"GoldSpikeNumPerIslandOverride%d"
0x71013ceb86,"TorpedoSpikeStartDelayFrames3"
0x71013ceba4,"BaseColor"
0x71013cebae,"SwitchInkPatchKillOn"
0x71013cebc3,"WdwLineIslandName"
0x71013cebd5,"ButtonBackParts"
0x71013cebe5,"ButtonBackReleased"
0x71013cebf8,"IconPlayStyle_Mixed"
0x71013cec0c,"Box"
0x71013cec10,"ReleasedPG"
0x71013cec1b,"OutLeft"
0x71013cec23,"TxtCounterDisable"
0x71013cec35,"HidePlayer"
0x71013cec40,"TxtPlayer"
0x71013cec4a,"TxtMap"
0x71013cec51,"ガイドバルーン"
0x71013cec67,"New"
0x71013cec6b,"CopyFile3"
0x71013cec75,"FileSelect_File2Challenge"
0x71013cec8f,"TxtFile3Challenge"
0x71013ceca1,"ゲームオーバーメニュー"
0x71013cecc3,"RCS_ControlGuideBar"
0x71013cecd7,"SetIcon_KoopaJr"
0x71013cece7,"PicPointer"
0x71013cecf2,"GateKeeperPole"
0x71013ced01,"Stamp100"
0x71013ced0a,"MapMenu"
0x71013ced12,"ワールド8"
0x71013ced20,"MapMenu_WKinoko"
0x71013ced30,"Options"
0x71013ced38,"PlayInWipeToSelect_KinopioBrigade"
0x71013ced5a,"CharacterLeft"
